description,category,source_bank,transaction_type
TRANSFER 3167363828,tidak_diketahui,BRI,transfer
DB TOP UP EWALLET LinkAja,topup_ewallet,LinkAja,ewallet
PYMNT TIKTOK SHOP,belanja,Mandiri,debit
PEMBAYARAN QRIS JANJI JIWA,makanan,BRI,debit
TRF RUTIN BULANAN JULIANA PUTRI 2651945412,transfer_keluarga,CIMB,transfer
SWITCHING DB Mandiri 9762367146 EKO PRASETYO,transfer_keluarga,BCA,transfer
PYMNT TRAVELOKA,transport,Mandiri,debit
QRIS PMT YAMAHA SERVICE MLG,transport,BCA,debit
SWITCHING DB Mandiri 3935735624 VERA ANGGRAINI,transfer_sosial,CIMB,transfer
DEBIT EDC BIOSKOP CGV BDG,hiburan,BNI,debit
DB TRAVELOKA TIKET,transport,BSI,debit
PEMBAYARAN GRABFOOD,makanan,Mandiri,debit
PYMNT UDEMY LEARNI,pendidikan,Danamon,debit
IPY SHOPEE,belanja,Danamon,debit
PYMNT TELKOMSEL KARTU AS 16458823,tagihan,Permata,debit
PEMBAYARAN LAZADA ORDER,belanja,BSI,debit
DB GRAB TIKET,transport,Danamon,debit
QRIS PMT PARKIR ,transport,BRI,debit
SWITCHING DB BCA 0449715809 TONO HARTONO,transfer_keluarga,Danamon,transfer
TRSF E-BANKING DB GOFOOD,makanan,Permata,debit
TRSF E-BANKING DB 1970182356,tidak_diketahui,BSI,transfer
BIAYA BEROBAT APOTEK  24 JAM,kesehatan,Permata,debit
TRF 588886 Danamon,tidak_diketahui,DANA,ewallet
TRSF NAFKAH ZAHRA NURLAILA BULANAN,transfer_keluarga,Danamon,transfer
DEBIT EDCZAKAT INFAQ SOL,lainnya,BNI,debit
TRSF E-BANKING DB UANG PANGKAL SEKOLAH,pendidikan,BCA,debit
KONSULTASI GRABHEALTH,kesehatan,Danamon,debit
QRIS PMT KURSUS LIA LANGUAGE,pendidikan,Permata,debit
IPY ALODOKTER,kesehatan,BCA,debit
PEMBAYARAN QRIS BAKSO MALANG,makanan,CIMB,debit
TRSF E-BANKING DB ZENIUS EDUCATION,pendidikan,BNI,debit
DEBIT EDC THE BODY SHOP BGR,belanja,CIMB,debit
KIRIM KONDANGAN DINA FITRIANI,transfer_sosial,BNI,transfer
PYMNT TELKOMSEL KARTU AS 350288,tagihan,BCA,debit
DB EDC WATERBOM,hiburan,BCA,debit
DB EDC RS MITRA KELUARGA,kesehatan,Danamon,debit
AUTODEBET AXIS,tagihan,CIMB,debit
DEBIT EDC BIOSKOP XXI BPN,hiburan,BRI,debit
PYMNT GRAB,transport,BRI,debit
QRIS PMT SHELL SPBU YK,transport,CIMB,debit
QRIS PMT KURSUS KOMPUTER,pendidikan,Permata,debit
PEMBAYARAN GRABFOOD,makanan,Permata,debit
DB EDC TIMEZONE,hiburan,Danamon,debit
DB GRABFOOD FOOD,makanan,BCA,debit
IURAN MUSHOLA HENDRA GUNAWAN,transfer_sosial,BCA,transfer
TRSF E-BANKING DB TIKTOK COINS,hiburan,Danamon,debit
DEBIT EDC LRT JABODEBEK YK,transport,BRI,debit
TRSF DB SUMBANGAN MULYADI,transfer_sosial,Permata,transfer
QRIS PMT OPTIK MELAWAI BGR,kesehatan,BRI,debit
PYMNT SHOPEE,belanja,BNI,debit
TRF IURAN MUSHOLA OLIVIA SINAGA,transfer_sosial,BSI,transfer
BYR TAGIHAN TAGIHAN KARTU KREDIT BCA,tagihan,Danamon,debit
db edc anytime fitness,hiburan,Danamon,debit
IPY GOJEK,transport,CIMB,debit
BYR VIA M-BANKING PLN PRABAYAR,tagihan,BSI,debit
SWITCHING DB BPJS KESEHATAN,tagihan,CIMB,debit
INFAQ JUMAT 849532,transfer_sosial,CIMB,transfer
EDC BLUE BIRD TAXI BDG,transport,CIMB,debit
KIRIMAN BULANAN SUAMI BAYU NUGROHO,transfer_keluarga,BSI,transfer
PYMNT TIKTOK COINS,hiburan,BCA,debit
BIAYA BEROBAT KLINIK KIMIA FARMA,kesehatan,Mandiri,debit
BIAYA BEROBAT RS PONDOK INDAH,kesehatan,BRI,debit
QRIS PMT ERIGO BPN,belanja,Danamon,debit
NP TRANSJAKARTA SMG,transport,BRI,debit
TRANSFER ANAK KOS GUNAWAN WIBOWO,transfer_keluarga,Danamon,transfer
BYR BIMBEL GANESHA OPERATION 7758527632,pendidikan,Mandiri,debit
IPY GOFOOD,makanan,BRI,debit
PBK GIRO KE TABUNGAN 5257516744,transfer_internal,Danamon,transfer
DB KAI ACCESS RIDE,transport,BCA,debit
TRSF E-BANKING DB 1564113507,tidak_diketahui,CIMB,transfer
BAYAR TAGIHAN CBN FIBER 143,tagihan,BSI,debit
IPY CICILAN FIF MOTOR 53417032,tagihan,BRI,debit
TRSF E-BANKING DB 2027900971 GILANG RAMADHAN,transfer_sosial,Danamon,transfer
TRF UANG JAJAN ANAK ZAHRA NURLAILA,transfer_keluarga,Danamon,transfer
belanja indomaret bgr,belanja,BNI,debit
DB MAXIMRIDE,transport,CIMB,debit
DB IURAN BPJS,tagihan,Permata,debit
DB E-TOLLMDN,transport,BNI,debit
IPY IURAN IPL APARTEMEN 46477867,tagihan,BSI,debit
DEBIT EDC RS MITRA KELUARGA YK,kesehatan,BRI,debit
KIRIM KONDANGAN GUNAWAN WIBOWO,transfer_sosial,Mandiri,transfer
APY IURAN IPL APARTEMEN 790203,tagihan,BCA,debit
TRSF E-BANKING DB KURSUS MUSIK YAMAHA,pendidikan,BSI,debit
PYMNT TELKOMSEL HALO 7194164425,tagihan,BNI,debit
TRANSFER KE NANDA WIJAYA NAFKAH BULANAN,transfer_keluarga,CIMB,transfer
DB NASI UDUK BETAWI MDN,makanan,Danamon,debit
TRANSFER ANTAR REK BCA,transfer_internal,Permata,transfer
BIAYA BEROBAT FISIOTERAPI KLINIK,kesehatan,Mandiri,debit
SWITCHING DB BNI 1813771470 VERA ANGGRAINI,transfer_keluarga,BSI,transfer
BYR 3 INDONESIA 693493175390,tagihan,BNI,debit
GRABFOOD FOOD,makanan,Permata,debit
DB EDC CINEPOLIS,hiburan,Mandiri,debit
BELANJA UNIQLO SOL,belanja,BNI,debit
QRIS  PMT KURSUS KOMPUTER,pendidikan,BCA,debit
IPY TOGA MAS,pendidikan,Mandiri,debit
TRSF E-BANKING DB GOFOOD,makanan,BCA,debit
SA IB PRIMA Dr Trf GOPAY,topup_ewallet,GoPay,ewallet
IPY LINKEDIN LEARNING,pendidikan,Mandiri,debit
APY LRT JABODEBEK,transport,BCA,debit
DONASI SOSIAL JOKO WIDODO,transfer_sosial,BNI,transfer
TRSF E-BANKING DB SHOPEEFOOD,makanan,BSI,debit
DEBIT EDC UANG PANGKAL SEKOLAH DPK,pendidikan,CIMB,debit
DONASI SOSIAL YANTI PERMATA,transfer_sosial,Danamon,transfer
KIRIMAN BULANAN SUAMI OKI PRATAMA,transfer_keluarga,BRI,transfer
bayar tagihan xl axiata,tagihan,BCA,debit
RETAIL ERIGO PLB,belanja,BCA,debit
INFAQ JUMAT 420328,transfer_sosial,Danamon,transfer
PYMNT ALODOKTER,kesehatan,Danamon,debit
BIAYA BEROBAT APOTEK WATSONS,kesehatan,Permata,debit
DEBIT EDC RS MEDISTRA MKS,kesehatan,BCA,debit
DEBIT EDC KURSUS BAHASA EF ENGLISH YK,pendidikan,BNI,debit
TRF IURAN RT DINA FITRIANI 4476493457,transfer_sosial,Permata,transfer
VIS HERO SUPERMARKET,belanja,Mandiri,debit
SA IB PRIMA Dr Trf 3343690619,tidak_diketahui,BCA,transfer
TRANSFER KE ZAHRA NURLAILA NAFKAH B,transfer_keluarga,BRI,transfer
DB EDC BIOSKOP CGV,hiburan,BSI,debit
DEBIT EDC LES PRIVAT BPN,pendidikan,BCA,debit
DB GOJEK RIDE,transport,Danamon,debit
BAYAR TAGIHAN PDAM TIRTA JAYA,tagihan,BRI,debit
AUTODEBET IURAN IPL APARTEMEN,tagihan,Danamon,debit
pymnt tiktok shop,belanja,Danamon,debit
PEMBAYARAN RAWAT APOTEK VIVA GENERIK,kesehatan,CIMB,debit
PYMNT GRABFOOD,makanan,BNI,debit
TRSF E-BANKING DB FIRSTMEDIA,tagihan,BSI,debit
PEMBAYARAN RAWAT RS MITRA KELUARGA,kesehatan,Permata,debit
PYMNT TRAVELOKA EATS,makanan,BSI,debit
FOOD RUMAH MAKAN PADANG CRB,makanan,CIMB,debit
BYR TAGIHAN CICILAN FIF MOTOR,tagihan,CIMB,debit
debit edc amazone mks,hiburan,Permata,debit
IPY GOJEK,transport,BCA,debit
BAYAR TAGIHAN TELKOMSEL HALO,tagihan,BNI,debit
IPY LES PRIVAT,pendidikan,BCA,debit
IPY TRAVELOKA EATS,makanan,BCA,debit
PYMNT GRABFOOD,makanan,BNI,debit
DB GOFOOD FOOD,makanan,Mandiri,debit
TRSF E-BANKING DB CICILAN FIF MOTOR,tagihan,BRI,debit
SWITCHING DB YOUTUBE PREMIUM,hiburan,BRI,debit
PBK KE TABUNGAN BCA,transfer_internal,BNI,transfer
BYR UANG PANGKAL SEKOLAH 422808,pendidikan,BNI,debit
BYR INDIHOME  TELKOM 085477032871,tagihan,CIMB,debit
TRF 4113976633 BSI,tidak_diketahui,BCA,transfer
VIS RANCH MARKET,belanja,Mandiri,debit
E-BANKING DB GOFOOD,makanan,Permata,debit
DB EDC HYPERMART MLG,belanja,Danamon,debit
TRSF E-BANKING DB UKT SEMESTER GANJIL,pendidikan,BCA,debit
BIAYA BEROBAT RUMAH SAKIT UMUM,kesehatan,CIMB,debit
TRSF E-BANKING DB 7934475334 JOKO WIDODO,transfer_sosial,Mandiri,transfer
TRSF E-BANKING DB TOGA MAS,pendidikan,BNI,debit
PRC SAMSUNG STORE JKT,belanja,BSI,debit
PYMNT ZENIUS EDUCATION,pendidikan,BNI,debit
APY AHASS HONDA,transport,BCA,debit
IPY GRAMEDIA BOOKSTORE,pendidikan,BRI,debit
KIRIM KE ADIK VERA ANGGRAINI 6593222541,transfer_keluarga,Mandiri,transfer
TRSF E-BANKING DB 9225725475 PUTRI MAHARANI,transfer_sosial,Permata,transfer
PATUNGAN  ULANG TAHUN NANDA WIJAYA,transfer_sosial,Danamon,transfer
IURAN ARISAN BULANAN KURNIA SARI,transfer_sosial,BRI,transfer
BAYAR KLINIK RS PONDOK INDAH LPG,kesehatan,BNI,debit
DB FIRSTMEDIA,tagihan,BRI,debit
TRSF E-BANKING DB 0661237620 GILANG RAMADHAN RUTIN,transfer_keluarga,BNI,transfer
QRIS PMT BIMBEL PRIMAGAMA,pendidikan,Mandiri,debit
DEBIT EDC WATERBOM BKS,hiburan,CIMB,debit
TRSF E-BANKING DB ZALORA,belanja,Danamon,debit
QRIS PMT RS SILOAM DPS,kesehatan,BCA,debit
TRSF DEBIT 24014463 826,tidak_diketahui,BRI,transfer
NP AMAZONE BKS,hiburan,BRI,debit
trsf e-banking db tiket.com,transport,Permata,debit
PYMNT GRABHEALTH,kesehatan,CIMB,debit
DB E-TOLL BKS,transport,BRI,debit
DB ASURANSI JIWA,lainnya,Mandiri,debit
DB SHOPEEFOOD ORDER,makanan,BSI,debit
BYR TAGIHAN KARTU KREDIT MANDIRI 085693632436,tagihan,Permata,debit
DB PLN TOKEN LISTRIK,tagihan,BRI,debit
NP SALON BTM,lainnya,BRI,debit
IPY KAI ACCESS,transport,Danamon,debit
PYMNT MAXIM,transport,BCA,debit
TRSF E-BANKING DB PDAM TIRTA ,tagihan,CIMB,debit
QRIS PMT ANYTIME FITNESS DPK 751,hiburan,Permata,debit
PRC SUPERINDO DPS,belanja,BNI,debit
TRSF E-BANKING DB HALODOC,kesehatan,Permata,debit
APY  TAGIHAN BPJS KESEHATAN 728595,tagihan,BCA,debit
TRANSFER 5726286924,tidak_diketahui,Danamon,transfer
qris pmt the body shop mks,belanja,BCA,debit
IPY BIAYA WISUDA,pendidikan,BNI,debit
TOPUP SHOPEEPAY 562719,topup_ewallet,ShopeePay,ewallet
TRF KE QORI AMALIA PATUNGAN WISATA,transfer_sosial,BRI,transfer
DEBIT EDC INUL VIZTA YK,hiburan,BNI,debit
DB ZAKAT INFAQ,lainnya,BSI,debit
DB ORAMI PAYMENT,belanja,Danamon,debit
PEMBAYARAN BLIBLI ORDER,belanja,BRI,debit
PEMBAYARAN TAGIHAN KARTU KREDIT BCA 943387,tagihan,BRI,debit
PATUNGAN ULANG TAHUN MEGA PUSPITA,transfer_sosial,Danamon,transfer
TRF 8007993474 Permata,tidak_diketahui,BCA,transfer
PEMBAYARAN PLN PREPAID 1406490037,tagihan,Mandiri,debit
TRF RUTIN BULANAN LESTARI NINGRUM 1809782656,transfer_keluarga,Permata,transfer
RETAIL MATAHARI DEPT STORE BGR,belanja,BCA,debit
KIRIM UANG ISTRI TIKA RAHMADHANI,transfer_keluarga,BNI,transfer
SWITCHING DB FIRSTMEDIA,tagihan,BSI,debit
TRF UANG JAJAN ANAK JULIANA PUTRI,transfer_keluarga,Permata,transfer
SWITCHING DB BRI 2434419804,tidak_diketahui,Mandiri,transfer
DEBIT EDC UKT SEMESTER GANJIL BKS,pendidikan,BNI,debit
QRIS PMT LABORATORIUM PRODIA SBY,kesehatan,BNI,debit
PYMNT CICILAN ADIRA FINANCE 329286,tagihan,BCA,debit
BIAYA HIDUP KELUARGA JULIANA PUTRI,transfer_keluarga,CIMB,transfer
PYMNT GRABHEALTH,kesehatan,CIMB,debit
DEBIT EDC CINEPOLIS MLG,hiburan,Danamon,debit
IPY GRAMEDIA BOOKSTORE,pendidikan,Danamon,debit
TRSF E-BANKING DB TELKOMSEL SIMPATI,tagihan,Mandiri,debit
DB TIKTOK SHOP BELANJA,belanja,Permata,debit
DB GOFOOD ORDER,makanan,BCA,debit
NP BIOSKOP XXI DPS 048,hiburan,BRI,debit
DEBIT EDC DONASI PMI MKS,lainnya,BNI,debit
DEBIT EDC KURSUS MUSIK YAMAHA SOL,pendidikan,BRI,debit
SWITCHING DB CIMB 2673563601 YANTI PERMATA,transfer_sosial,BNI,transfer
DB EDC APOTEK 24 JAM,kesehatan,BCA,debit
KIRIMAN BULANAN SUAMI MULYADI,transfer_keluarga,Danamon,transfer
QRIS PMT LAUNDRY MLG,lainnya,BRI,debit
DB EDC KLINIK PRATAMA,kesehatan,Danamon,debit
DB EDC BAKSO BOEDJANGAN BKS,makanan,BNI,debit
TRSF E-BANKING DB 8195897360 ZAHRA NURLAILA RUTIN,transfer_keluarga,Danamon,transfer
KIRIMAN BULANAN SUAMI OKI PRATAMA,transfer_keluarga,BNI,transfer
SWITCHING DB INDOSAT IM3,tagihan,BRI,debit
PEMBAYARAN GRABFOOD,makanan,Mandiri,debit
TRSF E-BANKING  DB BARBERSHOP,lainnya,BSI,debit
DB FLAZZ TOPUP,transport,Danamon,debit
SWITCHING DB GARENA TOP UP,hiburan,BNI,debit
QRIS PMT PARKIR BTM,transport,Danamon,debit
PRC HYPERMART JKT,belanja,CIMB,debit
DB EDC YAMAHA SERVICE 668,transport,BNI,debit
DB TAGIHAN GAS PGN,tagihan,BRI,debit
PEMBAYARAN GRAB,makanan,BSI,debit
RESTO PECEL LELE LAMONGAN BDG,makanan,Mandiri,debit
TOP UP OVO VIA Permata,topup_ewallet,OVO,ewallet
BIAYA HIDUP KELUARGA EKO PRASETYO,transfer_keluarga,BNI,transfer
BIAYA BEROBAT KLINIK KIMIA FARMA,kesehatan,BRI,debit
PYMNT GRAB,transport,CIMB,debit
PEMBAYARAN GRABFOOD,makanan,BSI,debit
NP ASURANSI JIWA TNG,lainnya,BRI,debit
PEMBELIAN E-MONEY LinkAja,topup_ewallet,LinkAja,ewallet
TRANSFER 1825318690 252,tidak_diketahui,BRI,transfer
OVERBOOKING BRI INTERNAL,transfer_internal,BRI,transfer
DEBIT EDC RUMAH MAKAN PADANG LPG,makanan,BCA,debit
QRIS PMT KURSUS LIA LANGUAGE,pendidikan,Mandiri,debit
TRSF E-BANKING DB SPP SEKOLAH DASAR,pendidikan,Danamon,debit
TRSF E-BANKING DB BIMBEL PRIMAGAMA,pendidikan,Danamon,debit
DEBIT EDC TRANSJAKARTA BDG,transport,BRI,debit
DB FLAZZ TOPUP,transport,BSI,debit
SWITCHING DB BCA 8169056236 M,transfer_keluarga,BCA,transfer
SWITCHING DB BRI 5963987989 VERA ANGGRAINI,transfer_sosial,Danamon,transfer
KIRIMAN BULANAN SUAMI GUNAWAN WIBOWO,transfer_keluarga,Permata,transfer
FOOD WARTEG BAHARI BDG,makanan,Danamon,debit
APY CBN FIBER 9504141835,tagihan,BCA,debit
INFAQ JUMAT 851006,transfer_sosial,BNI,transfer
PEMBAYARAN IURAN IPL APARTEMEN 065693804236,tagihan,Permata,debit
PYMNT TAGIHAN BPJS KESEHATAN 851425,tagihan,BNI,debit
IPY BUKALAPAK,belanja,Mandiri,debit
TRF UANG JAJAN ANAK  YUSUF RAHMAN,transfer_keluarga,Mandiri,transfer
QRIS PMT KLINIK PRATAMA MLG,kesehatan,BRI,debit
TRSF NAFKAH TIKA RAHMADHANI BULANAN,transfer_keluarga,BNI,transfer
NP SALON LPG,lainnya,BRI,debit
DB EDC DUFAN,hiburan,BCA,debit
SWITCHING DB TOL DPK,transport,BRI,debit
TRSF E-BANKING DB IURAN BPJS,tagihan,CIMB,debit
food mie ayam jakarta mlg,makanan,CIMB,debit
QRIS PMT RS ADVENT MDN,kesehatan,Mandiri,debit
BIAYA BEROBAT RS MEDISTRA,kesehatan,BNI,debit
QRIS PMT UKT SEMESTER GENAP,pendidikan,Mandiri,debit
PYMNT GRAB,transport,BRI,debit
TRSF E-BANKING DB TOKOPEDIA,belanja,BCA,debit
SWITCHING DB TAGIHAN BPJS KESEHATAN,tagihan,BSI,debit
TRSF DB KIRIMAN KELUARGA CITRA DEWI,transfer_keluarga,Danamon,transfer
TRF RUTIN BULANAN IRA YUNITA 7450033124,transfer_keluarga,BRI,transfer
SWITCHING DB TOL DPK,transport,BSI,debit
DEBIT EDCEXPRESS TAXI PLB,transport,Danamon,debit
BYR 3 INDONESIA 873986,tagihan,Danamon,debit
TRSF E-BANKING DB SPP SMP,pendidikan,BCA,debit
PEMBAYARAN RAWAT APOTEK VIVA GENERIK,kesehatan,Mandiri,debit
PRC GIANT HYPERMARKET DPK,belanja,BCA,debit
IPY BIMBELNEUTRON,pendidikan,Permata,debit
EDC LAUNDRY PBR,lainnya,Mandiri,debit
IPY ZENIUS EDUCATION,pendidikan,BRI,debit
BAYAR TAGIHAN TAGIHAN LISTRIK PLN,tagihan,BNI,debit
TRSF DB SUMBANGAN PANDU ADITYA,transfer_sosial,Mandiri,transfer
TRSF E-BANKING DB GRABFOOD,makanan,Mandiri,debit
IPY ORAMI,belanja,BSI,debit
TRF UANG JAJAN ANAK VERA ANGGRAINI,transfer_keluarga,Danamon,transfer
PYMNT DISNEY+ HOTSTAR,hiburan,CIMB,debit
VIS GULU GULU MLG,makanan,Mandiri,debit
SWITCHING DB TELKOMSEL HALO,tagihan,Mandiri,debit
TRANSFER 4863954085,tidak_diketahui,BNI,transfer
SUMBANGAN MASJID MULYADI,transfer_sosial,BNI,transfer
QRIS PMT LES PRIVAT,pendidikan,BRI,debit
PEMBAYARAN TELKOMSEL KARTU AS 1033638424,tagihan,BNI,debit
DB EDC  KOPITIAM MKS,makanan,BRI,debit
TRSF E-BANKING DB COURSERA,pendidikan,BSI,debit
DEBIT EDC CINEPOLIS DPK 128,hiburan,CIMB,debit
QRIS PMT ZARA MKS,belanja,BSI,debit
DB EDC PEPPER LUNCH MDN,makanan,BRI,debit
TRSF E-BANKING DB XL AXIATA,tagihan,Mandiri,debit
DEBIT EDC CINEPOLIS DPK,hiburan,BSI,debit
DB IURAN IPL APARTEMEN,tagihan,BSI,debit
PBK KE TABUNGAN Danamon,transfer_internal,DANA,ewallet
QRIS PMT DONASI PMI SOL,lainnya,BCA,debit
DEBIT EDC OPTIK SEIS BGR,kesehatan,Permata,debit
APY BIZNET HOME 08519020,tagihan,BCA,debit
NP CELEBRITY FITNESS BDG,hiburan,BRI,debit
TRSF E-BANKING DB 8162765408 ENDAH PURWANTI,transfer_sosial,Permata,transfer
NP BAKSO BOEDJANGAN MLG,makanan,BRI,debit
TRSF E-BANKING DB 1953649325,tidak_diketahui,BSI,transfer
DB DISNEY+  HOTSTAR,hiburan,BCA,debit
RETAIL METRO DEPT STORE TNG,belanja,Mandiri,debit
FOOD BAKSO  MALANG BDG,makanan,CIMB,debit
NP OPTIK MELAWAI BKS,kesehatan,BRI,debit
PEMBAYARAN RAWAT RS MEDISTRA,kesehatan,BNI,debit
PBK REK 6046030145 KE REK 0952770320,transfer_internal,BCA,transfer
BYR CICILAN FIF MOTOR 526950,tagihan,Mandiri,debit
TRSF E-BANKING DB TRAVELOKA,transport,Mandiri,debit
NP RANCH MARKET MLG,belanja,BRI,debit
PYMNT TRAVELOKA EATS,makanan,BRI,debit
APY VIVO SPBU,transport,BCA,debit
TRSF NAFKAH MEGA PUSPITA BULANAN,transfer_keluarga,CIMB,transfer
FOOD PHD SMG,makanan,BRI,debit
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
DB AYAM GEPREK BENSU SOL,makanan,Mandiri,debit
QRIS PMT SPP UNIVERSITAS,pendidikan,Permata,debit
NP TOMORO COFFEE SBY,makanan,BRI,debit
DB EDC RS HERMINA,kesehatan,Permata,debit
TRSF E-BANKING DB GOPAY 840521,topup_ewallet,GoPay,ewallet
TRSF E-BANKINGDB GOJEK,transport,BRI,debit
SA IB PRIMA Dr Trf GOPAY,topup_ewallet,GoPay,ewallet
IPY BLIBLI,belanja,CIMB,debit
SA IB PRIMA Dr Trf REK SENDIRI,transfer_internal,BCA,transfer
IPY TIKET.COM,transport,BRI,debit
DB BUKALAPAK PAYMENT 627,belanja,BNI,debit
PEMBAYARAN ORAMI ORDER,belanja,CIMB,debit
DB TRAVELOKA RIDE,transport,Mandiri,debit
PEMBAYARAN SHOPEEFOOD,makanan,BNI,debit
PYMNT PLN TOKEN LISTRIK 761331,tagihan,BNI,debit
OVERBOOKING BCAINTERNAL,transfer_internal,Mandiri,transfer
BYR SEDEKAH 711902,lainnya,BCA,debit
DEBIT EDC AQIQAH PBR,lainnya,Mandiri,debit
APY ASTRA OTOPARTS,transport,BCA,debit
APY PDAM TIRTA BHAGASASI 1653250724,tagihan,BCA,debit
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
KONDANGAN PERNIKAHAN CITRA DEWI,transfer_sosial,CIMB,transfer
TRSF E-BANKING DB MAXIM,transport,BSI,debit
TRF ORANG TUA GUNAWAN WIBOW,transfer_keluarga,BRI,transfer
DB GRABFOOD FOOD,makanan,Permata,debit
NP RS PREMIER JATINEGARA PBR,kesehatan,BRI,debit
TRSF E-BANKING DB 98209,tidak_diketahui,Mandiri,transfer
DB EDC NIKE STORE PLB,belanja,Danamon,debit
MAKAN ES TEH INDONESIA MDN,makanan,BSI,debit
DB EDC RS HERMINA,kesehatan,BSI,debit
SWITCHING DB APPLE MUSIC,hiburan,Permata,debit
DEBIT EDC KRL COMMUTERLINE MKS,transport,BCA,debit
QRIS PMT OPTIK MELAWAI DPS,kesehatan,Permata,debit
DEBIT EDC FOTOKOPI PRINT DPS,lainnya,BCA,debit
TRSF E-BANKING  DB GRAB,transport,BRI,debit
SA IBPRIMA Dr Trf REK SENDIRI,transfer_internal,Permata,transfer
BYR TAGIHAN 3 INDONESIA,tagihan,Mandiri,debit
PEMBELIAN E-MONEY LinkAja,topup_ewallet,LinkAja,ewallet
DEBIT EDC SALON BTM,lainnya,BSI,debit
SA IB PRIMA Dr Trf GOPAY,topup_ewallet,GoPay,ewallet
DB E-TOLL BGR,transport,CIMB,debit
TRSF E-BANKING DB 0825949597 KIRIMAN KURNIA SARI,transfer_keluarga,Mandiri,transfer
DONASI SOSIAL SARI INDAH,transfer_sosial,Danamon,transfer
SWITCHING DB NETFLIX.COM,hiburan,Mandiri,debit
IPY BIAYA UJIAN NASIONAL,pendidikan,CIMB,debit
TRSF E-BANKING DB REK SENDIRI 7747882363,transfer_internal,BNI,transfer
DB TIKET.COM TIKET,transport,Danamon,debit
TRF KE DANA 831480,topup_ewallet,DANA,ewallet
KONDANGAN PERNIKAHAN OKI PRATAMA,transfer_sosial,BCA,transfer
IPY GOFOOD,makanan,BSI,debit
TRSF E-BANKING DB KURSUS MUSIK YAMAHA,pendidikan,BNI,debit
TRANSFER 7760140185,tidak_diketahui,CIMB,transfer
DB E-TOLL SOL,transport,Permata,debit
BIAYA BEROBAT RS MITRA KELUARGA,kesehatan,BRI,debit
IPY CICILAN KPR BTN 8460,tagihan,Danamon,debit
DB IURAN BULANAN RT,tagihan,Danamon,debit
QRIS PMT RS HERMINA BPN,kesehatan,Permata,debit
QRIS PMT BIAYA WISUDA,pendidikan,BNI,debit
KIRIMAN AYAH RATNA SARI,transfer_keluarga,BNI,transfer
BAYAR TAGIHAN PDAM TIRTA JAYA,tagihan,Mandiri,debit
TRF 694291 BNI,tidak_diketahui,Danamon,transfer
BELANJA IBOX APPLE PBR,belanja,Mandiri,debit
DB GRABFOOD ORDER,makanan,BSI,debit
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
BELANJA URBAN REPUBLIC JKT,belanja,Permata,debit
BAYAR TAGIHAN BPJS KETENAGAKERJAAN,tagihan,CIMB,debit
DB SHOPEEFOOD FOOD,makanan,CIMB,debit
IPY UDEMY LEARNING,pendidikan,BSI,debit
IPY SPP SEKOLAH DASAR,pendidikan,Mandiri,debit
NP BIOSKOP XXI BKS,hiburan,BRI,debit
TRANSFER KAS RT UTAMI DEWI,transfer_sosial,Permata,transfer
QRIS PMT CELEBRITY FITNESS BDG,hiburan,Permata,debit
NP LAUNDRY DPK,lainnya,BRI,debit
BYR SEDEKAH 4183020750,lainnya,Danamon,debit
TRSF E-BANKING DB GRAMEDIA BOOKSTORE,pendidikan,Danamon,debit
DB NETFLIX.COM,hiburan,Danamon,debit
SWITCHING DB INDOSAT IM3,tagihan,BCA,debit
BYR BIAYA UJIAN NASIONAL 675503067089,pendidikan,Permata,debit
IPY GRAB,transport,CIMB,debit
DB SHOPEE PAYMENT,belanja,BCA,debit
db netflix.com,hiburan,Mandiri,debit
BYR TAGIHAN BIZNET HOME,tagihan,BRI,debit
TOKOPEDIA BELANJA,belanja,BCA,debit
PYMNT COURSERA,pendidikan,BCA,debit
SWITCHING DB TOPUP OVO,topup_ewallet,OVO,ewallet
PYMNT PDAM TIRTA JAYA 393727778200,tagihan,BCA,debit
QRIS PMT ASURANSI JIWA PBR,lainnya,BCA,debit
BAYAR KLINIK APOTEK WATSONS BKS,kesehatan,Mandiri,debit
TRSF E-BANKING DB 4617196091 RATNA SARI,transfer_sosial,BCA,transfer
DB ZALORA PAYMENT,belanja,BCA,debit
KIRIM NAFKAH ANISA RAHMA,transfer_keluarga,BCA,transfer
IPY HALODOC,kesehatan,CIMB,debit
TRANSFER ANTAR REK BRI,transfer_internal,Permata,transfer
VIS BEBEK GORENG HARISSA YK,makanan,Mandiri,debit
DB TRF 0866947768,tidak_diketahui,BNI,transfer
PYMNT SHOPEEFOOD,makanan,Mandiri,debit
IURAN ARISAN BULANAN UMI KALSUM,transfer_sosial,Permata,transfer
BAYAR KLINIK KLINIK ESTETIKA CRB,kesehatan,BNI,debit
QRIS PMT GRAMEDIA BOOKSTORE,pendidikan,CIMB,debit
IURAN ARISAN BULANAN INDRA KUSUMA,transfer_sosial,BNI,transfer
NP ANYTIME FITNESS BTM,hiburan,BRI,debit
BYR CUCI MOBIL 612916497698,lainnya,Mandiri,debit
SA IB PRIMA Dr Trf REK SENDIRI,transfer_internal,BCA,transfer
IPY SHOPEE,belanja,Danamon,debit
DONASI OKI PRATAMA 101809,transfer_sosial,BRI,transfer
